字段标识,字段描述,字段名称,数据类型,字段取值示例,出现次数,值集校验取值,字段含义解读,报送税局字段层级,交叉校验规则,最小字符长度,最大字符长度,最小小数位精度,最大小数位精度,来源文档,来源页码
HR-BT-15,"If the element is present, it means that the invoice issuer in the VAT system has VAT calculation per Billed account Distribution of VAT with the support of statements of bases and reasons for personal identification","Indicator ""Calculation of VAT per Fee Collected""",Text,Obračun prema naplaćenoj naknadi,0..1,,"If the element is present, it means that the invoice issuer in the VAT system has VAT calculation per Billed account Distribution of VAT with the support of statements of bases and reasons for personal identification A taxpayer who applies the taxation procedure according to the fees collected on the invoice must state ""Calculation according to the fees collected"" compliant with the law The distribution of VAT exemptions is specified in the for each reason of displacement separately","Invoice: /Invoice/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRObracunPDVPoNaplati
CreditNote: /CreditNote/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRObracunPDVPoNaplati",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,128
HR-BT-16,The amount of the basis for VAT calculation,HR VAT Category Base Amount,Amount,100.00,1..1,,The amount of the basis for VAT calculation,"Invoice: /Invoice/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cbc:TaxableAmount
CreditNote: /CreditNote/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cbc:TaxableAmount","HR-BR-27 In the HR VAT distribution (HR-BG-2), the HR taxable amount (HR-BT-17) must be equal to the sum of the net amount of the items invoice (BT-131) minus the sum of the document-level discount amount (BT-92) plus the sum of the cost amount at the document level (BT-99) and reduced by the HR-non-taxable amount (HR-BT-20).",,,,2,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,"128,129"
HR-BT-17,The total amount of VAT for a specific VAT category.,HR VAT Category Amount,Amount,0.00,1..1,ISO 4217,"The total amount of VAT for a specific VAT category. Only one currency will be used in the account. Lists of valid currencies are registered with the ISO 4217 Maintenance Agency ""Codes for the Presentation of Currencies and Assets"" [4].","Invoice: /Invoice/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cbc:TaxAmount
CreditNote: /CreditNote/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxSubtotal/cbc:TaxAmount","HR-BR-28 For cac:TaxScheme = ""VAT"" and for tax category ""E"" or ""O"" HR, the amount of the tax category must be 0",,,,2,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,129
HR-BT-18,Coded VAT category identification.,HR VAT Category Code,Code,O,1..1,,"Coded VAT category identification. For transitory items that do not enter the tax base, the code ""O"" is indicated","Invoice: /Invoice/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cac:TaxCategory/cbc:ID
CreditNote: /CreditNote/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cac:TaxCategory/cbc:ID","HR-BR-29 Invoice items, costs or discounts that do not enter the tax base of the HR VAT category (HR-BT-18) must be be ""O"" and the HR amount of the tax category (HR-BT-17) must be 0",,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,129
HR-BT-19,"The VAT rate, represented as a percentage of the relevant VAT category.",HR VAT Category Rate,Percentage,0,0..1,,"The VAT rate, represented as a percentage of the relevant VAT category. VAT category code and VAT category rate they must be consistent.","Invoice: /Invoice/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cac:TaxCategory/cbc:Percent
CreditNote: /CreditNote/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cac:TaxCategory/cbc:Percent",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,129
HR-BT-20,A textual statement of the reason why the amount is It's exempt from the U.S. Treasury or does not pay VAT for it,EN Text of the reasons for exemption of the VAT category,Text,,0..1,,A textual statement of the reason why the amount is It's exempt from the U.S. Treasury or does not pay VAT for it Articles 39 to 56 I of the VAT Act [2],"Invoice: /Invoice/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason
CreditNote: /CreditNote/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,129
HR-BT-21,A coded declaration of reasons for VAT exemption.,EN code for the reason for exemption of the VAT category,Code,,0..1,,A coded declaration of reasons for VAT exemption. List of codes issued and maintained by Connecting Europe Facility (CEF),"Invoice: /Invoice/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode
CreditNote: /CreditNote/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,129
HR-BT-22,Support for VAT-exempt or non-VAT items A group of business terms that provide information about monetary account totals.,HR VAT Support for VAT-exempt Values from Table HRTB-2 Identifier 0..1,Identifier (code),25.00,0..1,HRTB-2,Support for VAT-exempt or non-VAT items A group of business terms that provide information about monetary account totals. Values from Table HRTB-2,"Invoice: /Invoice/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cac:TaxCategory/cbc:Name
CreditNote: /CreditNote/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/hrextac:HRTaxSubtotal/cac:TaxCategory/cbc:Name","HR-BR-26 An invoice containing an invoice item (BG-25), a document-level discount (BG-20) or a document-level expense (BG-21), where the VAT category code (BT-151, BT-95 or BT-102) is ""exempt from VAT"", must contain the HR VAT exemption allocation (HR-BG-2) for each VAT exemption reason or VAT exemption reason.",,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,"129,134"
HR-BT-23,The total amount of the invoice excluding VAT and transitory items that are not included in the tax base.,HR VAT Base Amount,Amount,100.00,1..1,,"The total amount of the invoice excluding VAT and transitory items that are not included in the tax base. The total amount of the invoice excluding VAT is the total the net amount of invoice items included in the tax base, minus the sum of the document-level discounts plus the sum of the costs at document level that are included in the tax base.","Invoice: /Invoice/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRLegalMonetaryTotal/hrextac:HRTaxExclusiveAmount
CreditNote: /CreditNote/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRLegalMonetaryTotal/hrextac:HRTaxExclusiveAmount","HR-BR-31 The HR tax base (HR-BT-19) is the total net amount of invoice items (BT-131) that are included in the tax base, reduced by the sum of the amount of discounts at the document level (BT-92) and increased by the sum of the amount of costs at the document level (BT-99) that are included in the tax base, reduced by the HR-non-taxable amount (HR-BT-24).",,,,2,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,134
HR-BT-24,,HR non-taxable amount,Amount,5.00,1..1,,,"Invoice: /Invoice/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRLegalMonetaryTotal/cbc:OutOfScopeOfVATAmount
CreditNote: /CreditNote/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRLegalMonetaryTotal/cbc:OutOfScopeOfVATAmount","HR-BR-32 The HR-non-taxable amount (HR-BT-20) is equal to the sum of the net amount of invoice items (BT-131) that are NOT included in the tax base, reduced by the sum of the amount of the discount at the document level (BT-92) and increased by the sum of the amount of costs at the document level (BT-99) that are NOT included in the tax base.",,,,2,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,134
HR-BT-25,,GB Total VAT,Amount,25.00,1..1,ISO 4217; ISO 3166-1; ISO 11649:2009; EACT; HR-TB-2,,"Invoice: /Invoice/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/cbc:TaxAmount
CreditNote: /CreditNote/ext:Extensions/ext:Extension/ext:ExtensionContent/hrextac:HRFISK20Data/hrextac:HRTaxTotal/cbc:TaxAmount",,,,,2,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,134
